ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Character,Entry_IDS,Middle_Chinese_Forms,Old_Chinese_Forms,Glosses
word-ad-192,OldChinese,,*[d]eʔ,,,,是故,442 838 875 1047 1665,dzyeX // kuH // dzyeX // kuH // dzyeX // kuH // dzyeX // kuH // dzyeX // kuH,*[d]eʔ //  *kˤa(ʔ)-s // *kˤaʔ-s // *[d]eʔ //  *kˤa(ʔ)-s // *kˤaʔ-s // *[d]eʔ //  *kˤa(ʔ)-s // *kˤaʔ-s // *[d]eʔ //  *kˤa(ʔ)-s // *kˤaʔ-s // *[d]eʔ //  *kˤa(ʔ)-s // *kˤaʔ-s,
word-ad-193,OldChinese,, *ba,,,,夫,443 1697,bju // // // bju // // // pju // bju // // // bju // // // pju, *ba // *[b]a // *p(r)a //  *ba // *[b]a // *p(r)a,
word-ad-194,OldChinese,,*tAʔ,,,,者,445 565 684 833 1079 1083 1145 1149 1155 1158 1393 1397 1461 1465 1496 1507 1525 1647,tsyaeX // tsyaeX // tsyaeX // tsyaeX // tsyaeX // tsyaeX // tsyaeX // tsyaeX // tsyaeX // tsyaeX // tsyaeX // tsyaeX // tsyaeX // tsyaeX // tsyaeX // tsyaeX // tsyaeX // tsyaeX,*tAʔ // *tAʔ // *tAʔ // *tAʔ // *tAʔ // *tAʔ // *tAʔ // *tAʔ // *tAʔ // *tAʔ // *tAʔ // *tAʔ // *tAʔ // *tAʔ // *tAʔ // *tAʔ // *tAʔ // *tAʔ,
word-ad-195,OldChinese,,*s.kˤraw-s,,,,教,447 578 949 1606,kaewH // kaewH // kaewH // kaewH,*s.kˤraw-s // *s.kˤraw-s // *s.kˤraw-s // *s.kˤraw-s,
word-ad-196,OldChinese,,*mˤat,,,,末,449,mat,*mˤat,
word-ad-197,OldChinese,,*l[u],,,,由,455 972,yuw // yuw,*l[u] // *l[u],
word-ad-198,OldChinese,,*C.pˤə[n]ʔ,,,,本,457,pwonX // (thaw),*C.pˤə[n]ʔ,
word-ad-199,OldChinese,,*ɢˤa,,,,乎,458 687 955 992 1025 1062 1106 1242 1364 1423 1592,hu // // // hu // hu // // // hu // hu // // // hu // hu // // // hu // hu // // // hu // hu // // // hu // hu // // // hu // hu // // // hu // hu // // // hu // hu // // // hu // hu // // // hu,*ɢˤa // *ɢˤa // *ɢˤa // *ɢˤa // *ɢˤa // *ɢˤa // *ɢˤa // *ɢˤa // *ɢˤa // *ɢˤa // *ɢˤa,
word-ad-200,OldChinese,,*na,,,,如何,465 721 762,nyo // ha // nyo // ha // nyo // ha,*na // *[g]ˤaj // *na // *[g]ˤaj // *na // *[g]ˤaj,
word-ad-201,OldChinese,,*m-qʷˤak,,,,穫,470,hwak,*m-qʷˤak,
word-ad-202,OldChinese,,*[d]ə,,,,時,472,dzyi,*[d]ə,
word-ad-203,OldChinese,,*Cə.lˤot,,,,奪,474,dwat,*Cə.lˤot,
word-ad-204,OldChinese,,*[ɢ]ˤeŋ,,,,刑,481 1438,heng // heng,*[ɢ]ˤeŋ // *[ɢ]ˤeŋ,
word-ad-205,OldChinese,,*[b][a]t,,,,罰,482,bjot,*[b][a]t,
word-ad-206,OldChinese,,*[dz]ˤujʔ,,,,罪,484 574 1119,dzwojX // dzwojX // dzwojX,*[dz]ˤujʔ // *[dz]ˤujʔ // *[dz]ˤujʔ,
word-ad-207,OldChinese,,*s-taŋʔ,,,,賞,486 649 774 1067 1117 1228 1384 1436,syangX // syangX // syangX // syangX // syangX // syangX // syangX // syangX,*s-taŋʔ // *s-taŋʔ // *s-taŋʔ // *s-taŋʔ // *s-taŋʔ // *s-taŋʔ // *s-taŋʔ // *s-taŋʔ,
word-ad-208,OldChinese,,*[ts]ewk,,,,爵,487 568 1226,tsjak // tsjak // tsjak,*[ts]ewk // *[ts]ewk // *[ts]ewk,
word-ad-209,OldChinese,,*bəŋ,,,,凡,490 559 1211 1271,bjuwng // bjuwng // bjuwng // bjuwng,*bəŋ // *bəŋ // *bəŋ // *bəŋ,
word-ad-210,OldChinese,,*qʰuk-s,,,,畜,491,trhjuwH,*qʰuk-s,
word-ad-211,OldChinese,,*[g]ur,,,,群,492 1162,gjun // gjun,*[g]ur // *[g]ur,
word-ad-212,OldChinese,,*kuj-s,,,,貴,494 611,kjw+jH // kjw+jH,*kuj-s // *kuj-s,
word-ad-213,OldChinese,,*[dz][a][n]-s,,,,賤,495,dzjenH,*[dz][a][n]-s,
word-ad-214,OldChinese,,*lˤoŋ,,,,同,496 575 676 1662,duwng // duwng // duwng // duwng,*lˤoŋ // *lˤoŋ // *lˤoŋ // *lˤoŋ,
word-ad-215,OldChinese,,*tˤəŋʔ,,,,等,497,tongX // (tojX),*tˤəŋʔ,
word-ad-216,OldChinese,,*l̥aj,,,,施,498,sye,*l̥aj,
word-ad-217,OldChinese,,*[r]ˤok,,,,祿,499 567 1225,luwk // luwk // luwk,*[r]ˤok // *[r]ˤok // *[r]ˤok,
word-ad-218,OldChinese,,*[b]ˤəʔ,,,,倍,501,bwojX,*[b]ˤəʔ,
word-ad-219,OldChinese,,*s.tə,,,,詩,502,syi,*s.tə,
word-ad-220,OldChinese,,*C.qʰˤəjʔ,,,,愷,507,khojX,*C.qʰˤəjʔ,
word-ad-221,OldChinese,,*lˤəjʔ-s,,,,悌,508,dejH,*lˤəjʔ-s,
word-ad-222,OldChinese,,*p(r)aʔ,,,,父,512 968,pjuX // pjuX,*p(r)aʔ // *p(r)aʔ,
word-ad-223,OldChinese,,*məʔ,,,,母,513,muwX,*məʔ,
word-ad-224,OldChinese,,*na,,,,如之何,527 600 786,nyo // tsyi // ha // nyo // tsyi // ha // nyo // tsyi // ha,*na // *tə // *[g]ˤaj // *na // *tə // *[g]ˤaj // *na // *tə // *[g]ˤaj,
word-ad-225,OldChinese,,*[k]ʷər,,,,軍,531 571 636 804 825 963 987 1000 1111 1253 1580 1587,kjun // kjun // kjun // kjun // kjun // kjun // kjun // kjun // kjun // kjun // kjun // kjun,*[k]ʷər // *[k]ʷər // *[k]ʷər // *[k]ʷər // *[k]ʷər // *[k]ʷər // *[k]ʷər // *[k]ʷər // *[k]ʷər // *[k]ʷər // *[k]ʷər // *[k]ʷər,
word-ad-226,OldChinese,,*s.[b]i[t]-s ,,,,自,correggi!!!!!!!!!!535 727 1130,dzijH // dzijH // dzijH,*s.[b]i[t]-s  // *s.[b]i[t]-s // *s.[b]i[t]-s,
word-ad-227,OldChinese,, *[r]ut,,,,率,535 562 670 697 806 1128,lwit // // // srwit // // // srwijH // // // lwijH // lwit // // // srwit // // // srwijH // // // lwijH // lwit // // // srwit // // // srwijH // // // lwijH // lwit // // // srwit // // // srwijH // // // lwijH // lwit // // // srwit // // // srwijH // // // lwijH // lwit // // // srwit // // // srwijH // // // lwijH, *[r]ut // *s-rut // *s-rut-s // *[r]ut-s //  *[r]ut // *s-rut // *s-rut-s // *[r]ut-s //  *[r]ut // *s-rut // *s-rut-s // *[r]ut-s //  *[r]ut // *s-rut // *s-rut-s // *[r]ut-s //  *[r]ut // *s-rut // *s-rut-s // *[r]ut-s //  *[r]ut // *s-rut // *s-rut-s // *[r]ut-s,
word-ad-228,OldChinese,,*ni[j]-s,,,,二,538 1169,nyijH // nyijH,*ni[j]-s // *ni[j]-s,
word-ad-229,OldChinese,,*[ts]aŋ,,,,將軍,539 541 931 934,tsjang // kjun // tsjang // kjun // tsjang // kjun // tsjang // kjun,*[ts]aŋ // *[k]ʷər // *[ts]aŋ // *[k]ʷər // *[ts]aŋ // *[k]ʷər // *[ts]aŋ // *[k]ʷər,
word-ad-230,OldChinese,,*s-rok,,,,數,544 552,sraewk // sraewk,*s-rok // *s-rok,
word-ad-231,OldChinese,,*pˤek-s,,,,嬖,545 548 766 769,pejH // pejH // pejH // pejH,*pˤek-s // *pˤek-s // *pˤek-s // *pˤek-s,
word-ad-232,OldChinese,,*lˤa[t]-s,,,,大夫,546 549 925 928,dajH // bju // // // bju // // // pju // dajH // bju // // // bju // // // pju // dajH // bju // // // bju // // // pju // dajH // bju // // // bju // // // pju,*lˤa[t]-s //  *ba // *[b]a // *p(r)a // *lˤa[t]-s //  *ba // *[b]a // *p(r)a // *lˤa[t]-s //  *ba // *[b]a // *p(r)a // *lˤa[t]-s //  *ba // *[b]a // *p(r)a,
word-ad-233,OldChinese,,*kʷˤa[n],,,,官,554,kwan,*kʷˤa[n],
word-ad-234,OldChinese,,*srij,,,,師,556 952 978 1189,srij // srij // srij // srij,*srij // *srij // *srij // *srij,
word-ad-235,OldChinese,,*C.qˤoŋ,,,,公孫,557 632,kuwng // swon // kuwng // swon,*C.qˤoŋ // *[s]ˤu[n] // *C.qˤoŋ // *[s]ˤu[n],
word-ad-236,OldChinese,,*C.qˤoŋ,,,,公子,558 633,kuwng // tsiX // kuwng // tsiX,*C.qˤoŋ //  *[ts]əʔ // *tsəʔ // *C.qˤoŋ //  *[ts]əʔ // *tsəʔ,
word-ad-237,OldChinese,,*s-lə,,,,司,561 1164,si // si,*s-lə // *s-lə,
word-ad-238,OldChinese,,*tsoŋ,,,,從,570 1202,dzjowng // // // dzjowngH // // // tsjowng // (tshjowng) // dzjowng // // // dzjowngH // // // tsjowng // (tshjowng),*tsoŋ // *[dz]oŋ-s // *[dz]oŋ // *tsoŋ // *[dz]oŋ-s // *[dz]oŋ,
word-ad-239,OldChinese,,*[b]ek-s,,,,避,573,bjieH,*[b]ek-s,
word-ad-240,OldChinese,,*tˤa,,,,都,576,tu,*tˤa,
word-ad-241,OldChinese,,*m-kˤop,,,,合,583 874,hop // hop,*m-kˤop // *m-kˤop,
word-ad-242,OldChinese,,*nˤar,,,,難,586,nan,*nˤar,
word-ad-243,OldChinese,,*[ɢ]ʷəʔ-s,,,,又,594 717 745 758 782 983 1019 1055 1098 1234 1356 1415 1478 1520 1568,hjuwH // hjuwH // hjuwH // hjuwH // hjuwH // hjuwH // kuwng // hjuwH // hjuwH // hjuwH // hjuwH // hjuwH // hjuwH // hjuwH // hjuwH // hjuwH,*[ɢ]ʷəʔ-s // *[ɢ]ʷəʔ-s // *[ɢ]ʷəʔ-s // *[ɢ]ʷəʔ-s // *[ɢ]ʷəʔ-s // *[ɢ]ʷəʔ-s // *C.qˤoŋ // *[ɢ]ʷəʔ-s // *[ɢ]ʷəʔ-s // *[ɢ]ʷəʔ-s // *[ɢ]ʷəʔ-s // *[ɢ]ʷəʔ-s // *[ɢ]ʷəʔ-s // *[ɢ]ʷəʔ-s // *[ɢ]ʷəʔ-s // *[ɢ]ʷəʔ-s,
word-ad-244,OldChinese,,*[t.qʰ](r)A,,,,車,603 667 669 1273 1296 1449,tsyhae // tsyhae // tsyhae // tsyhae // tsyhae // tsyhae,*[t.qʰ](r)A // *[t.qʰ](r)A // *[t.qʰ](r)A // *[t.qʰ](r)A // *[t.qʰ](r)A // *[t.qʰ](r)A,
word-ad-245,OldChinese,, *N-kˤre[n],,,,間,604 608,hean // // // kean // // // kean // hean // // // kean // // // kean, *N-kˤre[n] // *kˤre[n] // *kˤre[n] //  *N-kˤre[n] // *kˤre[n] // *kˤre[n],
word-ad-246,OldChinese,,*[ɢ](r)oŋ,,,,容,605 609,yowng // yowng,*[ɢ](r)oŋ // *[ɢ](r)oŋ,
word-ad-247,OldChinese,,*C.ŋˤaʔ,,,,伍,606 607 641,nguX // nguX // nguX,*C.ŋˤaʔ // *C.ŋˤaʔ // *C.ŋˤaʔ,
word-ad-248,OldChinese,,*[ɢ]ʷrəp-s,,,,位,612 1216,hwijH // hwijH,*[ɢ]ʷrəp-s // *[ɢ]ʷrəp-s,
word-ad-249,OldChinese,,*[m]-troŋ,,,,重,613 1074 1435,drjowng // drjowng // drjowng,*[m]-troŋ // *[m]-troŋ // *[m]-troŋ,
word-ad-250,OldChinese,, *s-rəʔ-s,,,,使,615 699 797 805 879 921 924 927 930 933 1213 1282 1324 1439 1447 1456 1462 1466,sriH // // // sriX // sriH // // // sriX // nyin // sriH // // // sriX // sriH // // // sriX // sriH // // // sriX // sriH // // // sriX // sriH // // // sriX // sriH // // // sriX // sriH // // // sriX // sriH // // // sriX // sriH // // // sriX // sriH // // // sriX // sriH // // // sriX // sriH // // // sriX // sriH // // // sriX // sriH // // // sriX // sriH // // // sriX // sriH // // // sriX, *s-rəʔ-s // *s-rəʔ //  *s-rəʔ-s // *s-rəʔ *ni[ŋ] //  *s-rəʔ-s // *s-rəʔ //  *s-rəʔ-s // *s-rəʔ //  *s-rəʔ-s // *s-rəʔ //  *s-rəʔ-s // *s-rəʔ //  *s-rəʔ-s // *s-rəʔ //  *s-rəʔ-s // *s-rəʔ //  *s-rəʔ-s // *s-rəʔ //  *s-rəʔ-s // *s-rəʔ //  *s-rəʔ-s // *s-rəʔ //  *s-rəʔ-s // *s-rəʔ //  *s-rəʔ-s // *s-rəʔ //  *s-rəʔ-s // *s-rəʔ //  *s-rəʔ-s // *s-rəʔ //  *s-rəʔ-s // *s-rəʔ //  *s-rəʔ-s // *s-rəʔ //  *s-rəʔ-s // *s-rəʔ,
word-ad-251,OldChinese,,*[dz]ˤen,,,,前,617 1215 1284 1382,dzen // dzen // dzen // dzen,*[dz]ˤen // *[dz]ˤen // *[dz]ˤen // *[dz]ˤen,
word-ad-252,OldChinese,,*[g]ˤaŋ,,,,行,618 620 884 1008 1218 1270 1278 1285 1303,haeng // // // haengH // // // hang // (hangH) // haeng // // // haengH // // // hang // (hangH) // haeng // // // haengH // // // hang // (hangH) // haeng // // // haengH // // // hang // (hangH) // haeng // // // haengH // // // hang // (hangH) // haeng // // // haengH // // // hang // (hangH) // haeng // // // haengH // // // hang // (hangH) // haeng // // // haengH // // // hang // (hangH) // haeng // // // haengH // // // hang // (hangH),*[g]ˤaŋ // *Cə.[g]ˤraŋ // *[g]ˤraŋ-s // *[g]ˤaŋ // *Cə.[g]ˤraŋ // *[g]ˤraŋ-s // *[g]ˤaŋ // *Cə.[g]ˤraŋ // *[g]ˤraŋ-s // *[g]ˤaŋ // *Cə.[g]ˤraŋ // *[g]ˤraŋ-s // *[g]ˤaŋ // *Cə.[g]ˤraŋ // *[g]ˤraŋ-s // *[g]ˤaŋ // *Cə.[g]ˤraŋ // *[g]ˤraŋ-s // *[g]ˤaŋ // *Cə.[g]ˤraŋ // *[g]ˤraŋ-s // *[g]ˤaŋ // *Cə.[g]ˤraŋ // *[g]ˤraŋ-s // *[g]ˤaŋ // *Cə.[g]ˤraŋ // *[g]ˤraŋ-s,
word-ad-253,OldChinese,,*[ɢ]ˤ(r)oʔ,,,,後,622,huwX,*[ɢ]ˤ(r)oʔ,
word-ad-254,OldChinese,,*[k]ˤ(r)oʔ,,,,茍,623,kik,*[k]ˤ(r)oʔ // **[k]ˤ(r)ək,
word-ad-255,OldChinese,,*tˤorʔ,,,,短,625,twanX,*tˤorʔ,
word-ad-256,OldChinese,,*t.[g]əp,,,,十,627,dzyip,*t.[g]əp,
word-ad-257,OldChinese,,*[ɢ]ʷə[t]-s,,,,謂,635,hjw+jH,*[ɢ]ʷə[t]-s,
word-ad-258,OldChinese,,*k(r)əʔ,,,,紀,637 1553,kiX // kiX,*k(r)əʔ // *k(r)əʔ,
word-ad-259,OldChinese,,*ʔi[t],,,,一,642 1217 1576 1583 1629,jit // jit // jit // jit // jit,*ʔi[t] // *ʔi[t] // *ʔi[t] // *ʔi[t] // *ʔi[t],
word-ad-260,OldChinese,,*[t.l]ˤaj,,,,多,645 865 1660,ta // ta // ta,*[t.l]ˤaj // *[t.l]ˤaj // *[t.l]ˤaj,
word-ad-261,OldChinese,,*s.li[j]-s,,,,四,646,sijH,*s.li[j]-s,
word-ad-262,OldChinese,,*kˤrij,,,,皆,648 1298 1331 1404 1581 1588,keaj // keaj // keaj // keaj // keaj // keaj,*kˤrij // *kˤrij // *kˤrij // *kˤrij // *kˤrij // *kˤrij,
word-ad-263,OldChinese,,*tˤur,,,,敦,653 704,twoj // // // twon // // // twon // (twonH) // twoj // // // twon // // // twon // (twonH),*tˤur // *tˤur,
word-ad-264,OldChinese,,*[d]aŋ-s,,,,尚,655 658 791,dzyangH // (dzyang) // dzyangH // (dzyang) // dzyangH // (dzyang),*[d]aŋ-s // *[d]aŋ-s // *[d]aŋ-s,
word-ad-265,OldChinese,,*m-qʷˤrak,,,,獲,656 1385,hweak // hweak,*m-qʷˤrak // *m-qʷˤrak,
word-ad-266,OldChinese,,*n̥ˤ[u]p-s,,,,退,665 1219,thwojH // thwojH,*n̥ˤ[u]p-s // *n̥ˤ[u]p-s,
word-ad-267,OldChinese,,*[d]ˤa,,,,徒,671 673,du // du,*[d]ˤa // *[d]ˤa,
word-ad-268,OldChinese,,*sijʔ,,,,死,677 1053 1078 1144 1154 1442,sijX // sijX // sijX // sijX // sijX // sijX,*sijʔ // *sijʔ // *sijʔ // *sijʔ // *sijʔ // *sijʔ,
word-ad-269,OldChinese,,*[ts]ok-s,,,,足以,685 1533 1538 1544,tsjuH // yiX // tsjuH // yiX // tsjuH // yiX // tsjuH // yiX,*[ts]ok-s // *ləʔ // *[ts]ok-s // *ləʔ // *[ts]ok-s // *ləʔ // *[ts]ok-s // *ləʔ,
word-ad-270,OldChinese,,*lˤəʔ,,,,怠,692 1090 1322 1470,dojX // dojX // dojX // dojX,*lˤəʔ // *lˤəʔ // *lˤəʔ // *lˤəʔ,
word-ad-271,OldChinese,,*[k]ˤo[r]ʔ,,,,果,693,kwaX,*[k]ˤo[r]ʔ,
word-ad-272,OldChinese,,*[ŋ](r)ə,,,,疑,695 1048 1051 1326 1566,ngi // ngi // ngi // ngi // ngi,*[ŋ](r)ə // *[ŋ](r)ə // *[ŋ](r)ə // *[ŋ](r)ə // *[ŋ](r)ə,
word-ad-273,OldChinese,,*[tsʰ]i[n],,,,親,696 701 720 755 1127 1559,tshin // tshin // tshin // tshin // tshin // tshin,*[tsʰ]i[n] // *[tsʰ]i[n] // *[tsʰ]i[n] // *[tsʰ]i[n] // *[tsʰ]i[n] // *[tsʰ]i[n],
word-ad-274,OldChinese,,*[dz][u]p,,,,輯,710 854 1551,dzip // dzip // dzip,*[dz][u]p // *[dz][u]p // *[dz][u]p,
word-ad-275,OldChinese,,*ŋ(r)aj-s,,,,義,712 785 815,ngjeH // ngjeH // ngjeH,*ŋ(r)aj-s // *ŋ(r)aj-s // *ŋ(r)aj-s,
word-ad-276,OldChinese,,*[b]ək,,,,服,715,bjuwk,*[b]ək,
word-ad-277,OldChinese,,*dˤar-s ,,,,憚,726,danH,*dˤar-s ,
word-ad-278,OldChinese,,*[r]ˤaw,,,,勞,728,law,*[r]ˤaw,
word-ad-279,OldChinese,,*C.qʷˤar,,,,觀,730,kwan,*C.qʷˤar,
word-ad-280,OldChinese,,*daŋʔ-s,,,,上,731 1547,dzyangH // dzyangH,*daŋʔ-s // *daŋʔ-s,
word-ad-281,OldChinese,,*m-gˤraʔ-s,,,,下,732 1548,haeH // haeH,*m-gˤraʔ-s // *m-gˤraʔ-s,
word-ad-282,OldChinese,,*[dz]eŋ,,,,情,734,dzjeng,*[dz]eŋ,
word-ad-283,OldChinese,, *N-ɢʷ(r)aj-s,,,,偽,735,ngjweH // // // ngjweH, *N-ɢʷ(r)aj-s // *m-ɢʷ(r)aj-s,
word-ad-284,OldChinese,,*pʰi[t],,,,匹夫,736,phjit // bju // // // bju // // // pju,*pʰi[t] //  *ba // *[b]a // *p(r)a,
word-ad-285,OldChinese,,*[C.k]ʷˤraʔ,,,,寡婦,737,kwaeX // bjuwX,*[C.k]ʷˤraʔ // *mə.bəʔ,
word-ad-286,OldChinese,,*[ŋ]rok,,,,獄訟,739,ngjowk // zjowngH,*[ŋ]rok // *s.[ɢ]oŋ-s,
word-ad-287,OldChinese,,*[ts]ok-s,,,,足,748,tsjuH,*[ts]ok-s,
word-ad-288,OldChinese,,*truŋ,,,,中,752 777 1077 1254,trjuwng // trjuwng // trjuwng // trjuwng,*truŋ // *truŋ // *truŋ // *truŋ,
word-ad-289,OldChinese,,*[b]e[n],,,,便,768,bjien,*[b]e[n],
word-ad-290,OldChinese,,*m̥raŋ,,,,兄,773 969,xjwaeng // xjwaeng,*m̥raŋ // *m̥raŋ,
word-ad-291,OldChinese,,*C.qʷi[n],,,,均,775,kjwin,*C.qʷi[n],
word-ad-292,OldChinese,,*[d]uʔ-s,,,,授,807,dzyuwH,*[d]uʔ-s,
word-ad-293,OldChinese,,*tre-s,,,,智,809,trjeH,*tre-s,
word-ad-294,OldChinese,,*laʔ,,,,予,810,yo,*laʔ,
word-ad-295,OldChinese,,*[ts]ˤut,,,,卒,821 846 861 1203,tswit // // // tswot // (tshwot) // tswit // // // tswot // (tshwot) // tswit // // // tswot // (tshwot) // tswit // // // tswot // (tshwot),*[ts]ˤut // *[ts]ut // *[ts]ˤut // *[ts]ut // *[ts]ˤut // *[ts]ut // *[ts]ˤut // *[ts]ut,
word-ad-296,OldChinese,,*s-rut-s,,,,帥,827 876 1293,srwijH // (srwit) // srwijH // (srwit) // srwijH // (srwit),*s-rut-s // *s-rut-s // *s-rut-s,
word-ad-297,OldChinese,,*[d]i[n]-s,,,,慎,843 1369,dzyinH // dzyinH,*[d]i[n]-s // *[d]i[n]-s,
word-ad-298,OldChinese,,*[g]ˤəŋ,,,,恆,849,hong,*[g]ˤəŋ,
word-ad-299,OldChinese,,*ŋ(r)am,,,,嚴,856,ngjaem,*ŋ(r)am,
word-ad-300,OldChinese,,*ʔuj,,,,威,857,jw+j,*ʔuj,
word-ad-301,OldChinese,,*[s.t]ewʔ,,,,少,863 866,syewX // syewX,*[s.t]ewʔ // *[s.t]ewʔ,
word-ad-302,OldChinese,,*C.qʰəp-s,,,,氣,864 870,khj+jH // khj+jH,*C.qʰəp-s // *C.qʰəp-s,
word-ad-303,OldChinese,, *lek,,,,易,868 873,yek // // // yeH // yek // // // yeH, *lek // *lek-s //  *lek // *lek-s,
word-ad-304,OldChinese,,*[tsʰ]ˤret,,,,察,869,tsrheat,*[tsʰ]ˤret,
word-ad-305,OldChinese,,*[d]eŋ-s,,,,盛,871,dzyengH,*[d]eŋ-s,
word-ad-306,OldChinese,,*gron-s,,,,倦,880 881,gjwenH // gjwenH,*gron-s // *gron-s,
word-ad-307,OldChinese,,*mut,,,,勿,889 895,mjut // mjut,*mut // *mut,
word-ad-308,OldChinese,,*[g]ˤe *na,,,,奚如,899,hej // nyo,*[g]ˤe *na,
word-ad-309,OldChinese,,*tijʔ,,,,砥礪,906 910,tsyijX // (tsyeX) // ljejH // tsyijX // (tsyeX) // ljejH,*tijʔ // *[r]at-s // *tijʔ // *[r]at-s,
word-ad-310,OldChinese,,*ŋˤajʔ,,,,我,907 916 923 929 935,ngaX // ngaX // ngaX // ngaX // ngaX,*ŋˤajʔ // *ŋˤajʔ // *ŋˤajʔ // *ŋˤajʔ // *ŋˤajʔ,
word-ad-311,OldChinese,,*kˤi[ŋ],,,,堅,915 919,ken // ken,*kˤi[ŋ] // *kˤi[ŋ],
word-ad-312,OldChinese,,*[m-s-]rəʔ,,,,士,922 1451,dzriX // dzriX,*[m-s-]rəʔ // *[m-s-]rəʔ,
word-ad-313,OldChinese,,*[ts][i][n]-s,,,,進,938 1223 1379,tsinH // tsinH // tsinH,*[ts][i][n]-s // *[ts][i][n]-s // *[ts][i][n]-s,
word-ad-314,OldChinese,,*kəj,,,,機,954 980 991 1016 1024 1046 1061 1096 1229,kj+j // kj+j // kj+j // kj+j // kj+j // kj+j // kj+j // kj+j // kj+j,*kəj // *kəj // *kəj // *kəj // *kəj // *kəj // *kəj // *kəj // *kəj,
word-ad-315,OldChinese,,*pe,,,,卑,967,pjie,*pe,
word-ad-316,OldChinese,,*m-qʰ(r)aʔ,,,,御,974,ngjoX,*m-qʰ(r)aʔ,
word-ad-317,OldChinese,,*[dz][a]m ,,,,潛,988 1013,dzjem // dzjem,*[dz][a]m  // *[dz][a]m ,
word-ad-318,OldChinese,,*s.[k]ˤo[r]ʔ,,,,裹,989 1014,kwaX // kwaX,*s.[k]ˤo[r]ʔ // *s.[k]ˤo[r]ʔ,
word-ad-319,OldChinese,,*m[ə]t-s,,,,未,1001 1004,mj+jH // mj+jH,*m[ə]t-s // *m[ə]t-s,
word-ad-320,OldChinese,,*pa[n]ʔ,,,,阪,1009,pjonX // (baenX),*pa[n]ʔ,
word-ad-321,OldChinese,,*[ts]ˤ[e]j(ʔ)-s,,,,濟,1010,tsejH,*[ts]ˤ[e]j(ʔ)-s,
word-ad-322,OldChinese,,*taŋ(-s),,,,障,1011,tsyang // / // tsyangH,*taŋ(-s),
word-ad-323,OldChinese,,*[k]ʰ(r)ap-s,,,,去,1030,khjoH,*[k]ʰ(r)ap-s,
word-ad-324,OldChinese,,*[s]ˤok,,,,速,1033,suwk,*[s]ˤok,
word-ad-325,OldChinese,,*Cə.pˤrak,,,,迫,1038,paek,*Cə.pˤrak,
word-ad-326,OldChinese,,*kʰˤeʔ / *kʰˤijʔ,,,,啟節,1040,khejX // tset,*kʰˤeʔ / *kʰˤijʔ // *tsˤik,
word-ad-327,OldChinese,,*[dz]i[t],,,,疾,1042,dzit,*[dz]i[t],
word-ad-328,OldChinese,,*N-pˤra[t]-s,,,,敗,1050 1102 1113,baejH // baejH // baejH,*N-pˤra[t]-s // *N-pˤra[t]-s // *N-pˤra[t]-s,
word-ad-329,OldChinese,,*[kʰ]eŋ,,,,輕,1068,khjieng,*[kʰ]eŋ,
word-ad-330,OldChinese,,*s-ni[ŋ]-s,,,,信,1071,sinH,*s-ni[ŋ]-s,
word-ad-331,OldChinese,,*tro,,,,誅,1073 1115,trju // trju,*tro // *tro,
word-ad-332,OldChinese,,*s-kiw,,,,收,1081 1146 1427,syuw // syuw // syuw,*s-kiw // *s-kiw // *s-kiw,
word-ad-333,OldChinese,,*l̥aŋ,,,,傷,1082 1148 1266,syang // syang // syang,*l̥aŋ // *l̥aŋ // *l̥aŋ,
word-ad-334,OldChinese,,*[N]-pruk-s,,,,復,1101 1191 1207 1237 1248 1343 1350 1359 1409 1418 1472,bjuwH // bjuwH // bjuwH // bjuwH // bjuwH // bjuwH // bjuwH // bjuwH // bjuwH // bjuwH // bjuwH,*[N]-pruk-s // *[N]-pruk-s // *[N]-pruk-s // *[N]-pruk-s // *[N]-pruk-s // *[N]-pruk-s // *[N]-pruk-s // *[N]-pruk-s // *[N]-pruk-s // *[N]-pruk-s // *[N]-pruk-s,
word-ad-335,OldChinese,,*pˤrak,,,,百姓,1120,paek // sjengH,*pˤrak // *seŋ-s,
word-ad-336,OldChinese,,*C.qˤəʔ,,,,改,1122 1334 1469,kojX // kojX // kojX,*C.qˤəʔ // *C.qˤəʔ // *C.qˤəʔ,
word-ad-337,OldChinese,,*kʷˤaj-s,,,,過,1131 1174 1346 1381,kwaH // kwaH // kwaH // kwaH,*kʷˤaj-s // *kʷˤaj-s // *kʷˤaj-s // *kʷˤaj-s,
word-ad-338,OldChinese,,*lrot,,,,悅,1133,ywet,*lrot,
word-ad-339,OldChinese,,*C.ma[n]-s,,,,萬,1135 1400,mjonH // mjonH,*C.ma[n]-s // *C.ma[n]-s,
word-ad-340,OldChinese,,dˤaʔ,,,,杜,1138,duX,dˤaʔ,
word-ad-341,OldChinese,,*[g](r)ojʔ,,,,跪,1139,gjweX // (khjweX),*[g](r)ojʔ,
word-ad-342,OldChinese,,*[qʷʰ]ˤəjʔ,,,,火,1142,xwaX,*[qʷʰ]ˤəjʔ,
word-ad-343,OldChinese,,*sreŋ,,,,生,1157 1446,sraeng // sraeng,*sreŋ // *sreŋ,
word-ad-344,OldChinese,,*m-tsʰoʔ-s,,,,聚,1161 1429,dzjuH // dzjuH,*m-tsʰoʔ-s // *m-tsʰoʔ-s,
